date,snapshot_date,membership_code
2006-12-29,2006-12-29,RSHCQ
2006-12-29,2006-12-29,WAMUQ
2007-01-31,2007-01-24,AABA
2007-01-31,2007-01-24,ABKFQ
2007-01-31,2007-01-24,BF.B
2007-01-31,2007-01-24,BTUUQ
2007-01-31,2007-01-24,CCTYQ
2007-01-31,2007-01-24,CITGQ
2007-01-31,2007-01-24,EKDKQ
2007-01-31,2007-01-24,FMCC
2007-01-31,2007-01-24,FNMA
2007-01-31,2007-01-24,LEHMQ
2007-01-31,2007-01-24,MTLQQ
2007-01-31,2007-01-24,RSHCQ
2007-01-31,2007-01-24,WAMUQ
2007-02-28,2007-02-26,AABA
2007-02-28,2007-02-26,ABKFQ
2007-02-28,2007-02-26,BF.B
2007-02-28,2007-02-26,BTUUQ
2007-02-28,2007-02-26,CCTYQ
2007-02-28,2007-02-26,CITGQ
2007-02-28,2007-02-26,EKDKQ
2007-02-28,2007-02-26,FMCC
2007-02-28,2007-02-26,FNMA
2007-02-28,2007-02-26,LEHMQ
2007-02-28,2007-02-26,MTLQQ
2007-02-28,2007-02-26,RSHCQ
2007-02-28,2007-02-26,WAMUQ
2007-03-30,2007-03-30,AABA
2007-03-30,2007-03-30,ABKFQ
2007-03-30,2007-03-30,BF.B
2007-03-30,2007-03-30,BTUUQ
2007-03-30,2007-03-30,CCTYQ
2007-03-30,2007-03-30,CITGQ
2007-03-30,2007-03-30,EKDKQ
2007-03-30,2007-03-30,FMCC
2007-03-30,2007-03-30,FNMA
2007-03-30,2007-03-30,LEHMQ
2007-03-30,2007-03-30,MTLQQ
2007-03-30,2007-03-30,RSHCQ
2007-03-30,2007-03-30,WAMUQ
2007-04-30,2007-04-26,AABA
2007-04-30,2007-04-26,ABKFQ
2007-04-30,2007-04-26,BF.B
2007-04-30,2007-04-26,BTUUQ
2007-04-30,2007-04-26,CCTYQ
2007-04-30,2007-04-26,CITGQ
2007-04-30,2007-04-26,EKDKQ
2007-04-30,2007-04-26,FMCC
2007-04-30,2007-04-26,FNMA
2007-04-30,2007-04-26,LEHMQ
2007-04-30,2007-04-26,MTLQQ
2007-04-30,2007-04-26,RSHCQ
2007-04-30,2007-04-26,WAMUQ
2007-05-31,2007-05-31,AABA
2007-05-31,2007-05-31,ABKFQ
2007-05-31,2007-05-31,BF.B
2007-05-31,2007-05-31,BTUUQ
2007-05-31,2007-05-31,CCTYQ
2007-05-31,2007-05-31,CITGQ
2007-05-31,2007-05-31,EKDKQ
2007-05-31,2007-05-31,FMCC
2007-05-31,2007-05-31,FNMA
2007-05-31,2007-05-31,LEHMQ
2007-05-31,2007-05-31,MTLQQ
2007-05-31,2007-05-31,RSHCQ
2007-05-31,2007-05-31,SUNEQ
2007-05-31,2007-05-31,WAMUQ
2007-06-29,2007-06-26,AABA
2007-06-29,2007-06-26,ABKFQ
2007-06-29,2007-06-26,BF.B
2007-06-29,2007-06-26,BTUUQ
2007-06-29,2007-06-26,CCTYQ
2007-06-29,2007-06-26,CITGQ
2007-06-29,2007-06-26,EKDKQ
2007-06-29,2007-06-26,FMCC
2007-06-29,2007-06-26,FNMA
2007-06-29,2007-06-26,LEHMQ
2007-06-29,2007-06-26,MTLQQ
2007-06-29,2007-06-26,RSHCQ
2007-06-29,2007-06-26,SUNEQ
2007-06-29,2007-06-26,WAMUQ
2007-07-31,2007-07-25,AABA
2007-07-31,2007-07-25,ABKFQ
2007-07-31,2007-07-25,BF.B
2007-07-31,2007-07-25,BTUUQ
2007-07-31,2007-07-25,CCTYQ
2007-07-31,2007-07-25,CITGQ
2007-07-31,2007-07-25,EKDKQ
2007-07-31,2007-07-25,FMCC
2007-07-31,2007-07-25,FNMA
2007-07-31,2007-07-25,LEHMQ
2007-07-31,2007-07-25,MTLQQ
2007-07-31,2007-07-25,RSHCQ
2007-07-31,2007-07-25,SUNEQ
2007-07-31,2007-07-25,WAMUQ
2007-08-31,2007-08-31,AABA
2007-08-31,2007-08-31,ABKFQ
2007-08-31,2007-08-31,BF.B
2007-08-31,2007-08-31,BTUUQ
2007-08-31,2007-08-31,CCTYQ
2007-08-31,2007-08-31,CITGQ
2007-08-31,2007-08-31,EKDKQ
2007-08-31,2007-08-31,FMCC
2007-08-31,2007-08-31,FNMA
2007-08-31,2007-08-31,LEHMQ
2007-08-31,2007-08-31,MTLQQ
2007-08-31,2007-08-31,RSHCQ
2007-08-31,2007-08-31,SUNEQ
2007-08-31,2007-08-31,WAMUQ
2007-09-28,2007-09-28,AABA
2007-09-28,2007-09-28,ABKFQ
2007-09-28,2007-09-28,BF.B
2007-09-28,2007-09-28,BTUUQ
2007-09-28,2007-09-28,CCTYQ
2007-09-28,2007-09-28,CITGQ
2007-09-28,2007-09-28,EKDKQ
2007-09-28,2007-09-28,FMCC
2007-09-28,2007-09-28,FNMA
2007-09-28,2007-09-28,LEHMQ
2007-09-28,2007-09-28,MTLQQ
2007-09-28,2007-09-28,RSHCQ
2007-09-28,2007-09-28,SUNEQ
2007-09-28,2007-09-28,WAMUQ
2007-10-31,2007-10-31,AABA
2007-10-31,2007-10-31,ABKFQ
2007-10-31,2007-10-31,BF.B
2007-10-31,2007-10-31,BTUUQ
2007-10-31,2007-10-31,CCTYQ
2007-10-31,2007-10-31,CITGQ
2007-10-31,2007-10-31,EKDKQ
2007-10-31,2007-10-31,FMCC
2007-10-31,2007-10-31,FNMA
2007-10-31,2007-10-31,LEHMQ
2007-10-31,2007-10-31,MTLQQ
2007-10-31,2007-10-31,RSHCQ
2007-10-31,2007-10-31,SUNEQ
2007-10-31,2007-10-31,WAMUQ
2007-11-30,2007-11-26,AABA
2007-11-30,2007-11-26,ABKFQ
2007-11-30,2007-11-26,BF.B
2007-11-30,2007-11-26,BTUUQ
2007-11-30,2007-11-26,CCTYQ
2007-11-30,2007-11-26,CITGQ
2007-11-30,2007-11-26,EKDKQ
2007-11-30,2007-11-26,FMCC
2007-11-30,2007-11-26,FNMA
2007-11-30,2007-11-26,LEHMQ
2007-11-30,2007-11-26,MTLQQ
2007-11-30,2007-11-26,RSHCQ
2007-11-30,2007-11-26,SUNEQ
2007-11-30,2007-11-26,WAMUQ
2007-12-31,2007-12-31,AABA
2007-12-31,2007-12-31,ABKFQ
2007-12-31,2007-12-31,BF.B
2007-12-31,2007-12-31,BTUUQ
2007-12-31,2007-12-31,CCTYQ
2007-12-31,2007-12-31,CITGQ
2007-12-31,2007-12-31,EKDKQ
2007-12-31,2007-12-31,FMCC
2007-12-31,2007-12-31,FNMA
2007-12-31,2007-12-31,LEHMQ
2007-12-31,2007-12-31,MTLQQ
2007-12-31,2007-12-31,RSHCQ
2007-12-31,2007-12-31,SUNEQ
2007-12-31,2007-12-31,WAMUQ
2008-01-31,2008-01-30,AABA
2008-01-31,2008-01-30,ABKFQ
2008-01-31,2008-01-30,BF.B
2008-01-31,2008-01-30,BTUUQ
2008-01-31,2008-01-30,CCTYQ
2008-01-31,2008-01-30,CITGQ
2008-01-31,2008-01-30,EKDKQ
2008-01-31,2008-01-30,FMCC
2008-01-31,2008-01-30,FNMA
2008-01-31,2008-01-30,LEHMQ
2008-01-31,2008-01-30,MTLQQ
2008-01-31,2008-01-30,RSHCQ
2008-01-31,2008-01-30,SUNEQ
2008-01-31,2008-01-30,WAMUQ
2008-02-29,2008-02-27,AABA
2008-02-29,2008-02-27,ABKFQ
2008-02-29,2008-02-27,BF.B
2008-02-29,2008-02-27,BTUUQ
2008-02-29,2008-02-27,CCTYQ
2008-02-29,2008-02-27,CITGQ
2008-02-29,2008-02-27,EKDKQ
2008-02-29,2008-02-27,FMCC
2008-02-29,2008-02-27,FNMA
2008-02-29,2008-02-27,LEHMQ
2008-02-29,2008-02-27,MTLQQ
2008-02-29,2008-02-27,RSHCQ
2008-02-29,2008-02-27,SUNEQ
2008-02-29,2008-02-27,WAMUQ
2008-03-31,2008-03-31,AABA
2008-03-31,2008-03-31,ABKFQ
2008-03-31,2008-03-31,BF.B
2008-03-31,2008-03-31,BTUUQ
2008-03-31,2008-03-31,CITGQ
2008-03-31,2008-03-31,EKDKQ
2008-03-31,2008-03-31,FMCC
2008-03-31,2008-03-31,FNMA
2008-03-31,2008-03-31,LEHMQ
2008-03-31,2008-03-31,MTLQQ
2008-03-31,2008-03-31,RSHCQ
2008-03-31,2008-03-31,SUNEQ
2008-03-31,2008-03-31,WAMUQ
2008-04-30,2008-04-28,AABA
2008-04-30,2008-04-28,ABKFQ
2008-04-30,2008-04-28,BF.B
2008-04-30,2008-04-28,BTUUQ
2008-04-30,2008-04-28,CITGQ
2008-04-30,2008-04-28,EKDKQ
2008-04-30,2008-04-28,FMCC
2008-04-30,2008-04-28,FNMA
2008-04-30,2008-04-28,LEHMQ
2008-04-30,2008-04-28,MTLQQ
2008-04-30,2008-04-28,RSHCQ
2008-04-30,2008-04-28,SUNEQ
2008-04-30,2008-04-28,WAMUQ
2008-05-30,2008-05-29,AABA
2008-05-30,2008-05-29,ABKFQ
2008-05-30,2008-05-29,BF.B
2008-05-30,2008-05-29,BTUUQ
2008-05-30,2008-05-29,CITGQ
2008-05-30,2008-05-29,EKDKQ
2008-05-30,2008-05-29,FMCC
2008-05-30,2008-05-29,FNMA
2008-05-30,2008-05-29,LEHMQ
2008-05-30,2008-05-29,MTLQQ
2008-05-30,2008-05-29,RSHCQ
2008-05-30,2008-05-29,SUNEQ
2008-05-30,2008-05-29,WAMUQ
2008-06-30,2008-06-30,AABA
2008-06-30,2008-06-30,BF.B
2008-06-30,2008-06-30,BTUUQ
2008-06-30,2008-06-30,CITGQ
2008-06-30,2008-06-30,EKDKQ
2008-06-30,2008-06-30,FMCC
2008-06-30,2008-06-30,FNMA
2008-06-30,2008-06-30,LEHMQ
2008-06-30,2008-06-30,MTLQQ
2008-06-30,2008-06-30,RSHCQ
2008-06-30,2008-06-30,SUNEQ
2008-06-30,2008-06-30,WAMUQ
2008-07-31,2008-07-31,AABA
2008-07-31,2008-07-31,BF.B
2008-07-31,2008-07-31,BTUUQ
2008-07-31,2008-07-31,CITGQ
2008-07-31,2008-07-31,EKDKQ
2008-07-31,2008-07-31,FMCC
2008-07-31,2008-07-31,FNMA
2008-07-31,2008-07-31,LEHMQ
2008-07-31,2008-07-31,MTLQQ
2008-07-31,2008-07-31,RSHCQ
2008-07-31,2008-07-31,SUNEQ
2008-07-31,2008-07-31,WAMUQ
2008-08-29,2008-08-28,AABA
2008-08-29,2008-08-28,BF.B
2008-08-29,2008-08-28,BTUUQ
2008-08-29,2008-08-28,CITGQ
2008-08-29,2008-08-28,EKDKQ
2008-08-29,2008-08-28,FMCC
2008-08-29,2008-08-28,FNMA
2008-08-29,2008-08-28,LEHMQ
2008-08-29,2008-08-28,MTLQQ
2008-08-29,2008-08-28,RSHCQ
2008-08-29,2008-08-28,SUNEQ
2008-08-29,2008-08-28,WAMUQ
2008-09-30,2008-09-30,AABA
2008-09-30,2008-09-30,BF.B
2008-09-30,2008-09-30,BTUUQ
2008-09-30,2008-09-30,CITGQ
2008-09-30,2008-09-30,EKDKQ
2008-09-30,2008-09-30,MTLQQ
2008-09-30,2008-09-30,RSHCQ
2008-09-30,2008-09-30,SUNEQ
2008-10-31,2008-10-31,AABA
2008-10-31,2008-10-31,BF.B
2008-10-31,2008-10-31,BTUUQ
2008-10-31,2008-10-31,CITGQ
2008-10-31,2008-10-31,EKDKQ
2008-10-31,2008-10-31,KDP
2008-10-31,2008-10-31,MTLQQ
2008-10-31,2008-10-31,RSHCQ
2008-10-31,2008-10-31,SUNEQ
2008-11-28,2008-11-28,AABA
2008-11-28,2008-11-28,BF.B
2008-11-28,2008-11-28,BTUUQ
2008-11-28,2008-11-28,CITGQ
2008-11-28,2008-11-28,EKDKQ
2008-11-28,2008-11-28,KDP
2008-11-28,2008-11-28,MTLQQ
2008-11-28,2008-11-28,RSHCQ
2008-11-28,2008-11-28,SUNEQ
2008-12-31,2008-12-29,AABA
2008-12-31,2008-12-29,BF.B
2008-12-31,2008-12-29,BTUUQ
2008-12-31,2008-12-29,CITGQ
2008-12-31,2008-12-29,EKDKQ
2008-12-31,2008-12-29,KDP
2008-12-31,2008-12-29,MTLQQ
2008-12-31,2008-12-29,RSHCQ
2008-12-31,2008-12-29,SUNEQ
2009-01-30,2009-01-30,AABA
2009-01-30,2009-01-30,BF.B
2009-01-30,2009-01-30,BTUUQ
2009-01-30,2009-01-30,CITGQ
2009-01-30,2009-01-30,EKDKQ
2009-01-30,2009-01-30,KDP
2009-01-30,2009-01-30,MTLQQ
2009-01-30,2009-01-30,RSHCQ
2009-01-30,2009-01-30,SUNEQ
2009-02-27,2009-02-27,AABA
2009-02-27,2009-02-27,BF.B
2009-02-27,2009-02-27,BTUUQ
2009-02-27,2009-02-27,CITGQ
2009-02-27,2009-02-27,EKDKQ
2009-02-27,2009-02-27,KDP
2009-02-27,2009-02-27,MTLQQ
2009-02-27,2009-02-27,RSHCQ
2009-02-27,2009-02-27,SUNEQ
2009-03-31,2009-03-31,AABA
2009-03-31,2009-03-31,BF.B
2009-03-31,2009-03-31,BTUUQ
2009-03-31,2009-03-31,CITGQ
2009-03-31,2009-03-31,EKDKQ
2009-03-31,2009-03-31,KDP
2009-03-31,2009-03-31,MTLQQ
2009-03-31,2009-03-31,RSHCQ
2009-03-31,2009-03-31,SUNEQ
2009-04-30,2009-04-28,AABA
2009-04-30,2009-04-28,BF.B
2009-04-30,2009-04-28,BTUUQ
2009-04-30,2009-04-28,CITGQ
2009-04-30,2009-04-28,EKDKQ
2009-04-30,2009-04-28,KDP
2009-04-30,2009-04-28,MTLQQ
2009-04-30,2009-04-28,RSHCQ
2009-04-30,2009-04-28,SUNEQ
2009-05-29,2009-05-29,AABA
2009-05-29,2009-05-29,BF.B
2009-05-29,2009-05-29,BTUUQ
2009-05-29,2009-05-29,CITGQ
2009-05-29,2009-05-29,EKDKQ
2009-05-29,2009-05-29,KDP
2009-05-29,2009-05-29,MTLQQ
2009-05-29,2009-05-29,RSHCQ
2009-05-29,2009-05-29,SUNEQ
2009-06-30,2009-06-30,AABA
2009-06-30,2009-06-30,BF.B
2009-06-30,2009-06-30,BTUUQ
2009-06-30,2009-06-30,CITGQ
2009-06-30,2009-06-30,EKDKQ
2009-06-30,2009-06-30,KDP
2009-06-30,2009-06-30,RSHCQ
2009-06-30,2009-06-30,SUNEQ
2009-07-31,2009-07-29,AABA
2009-07-31,2009-07-29,BF.B
2009-07-31,2009-07-29,BTUUQ
2009-07-31,2009-07-29,EKDKQ
2009-07-31,2009-07-29,KDP
2009-07-31,2009-07-29,RSHCQ
2009-07-31,2009-07-29,SUNEQ
2009-08-31,2009-08-31,AABA
2009-08-31,2009-08-31,BF.B
2009-08-31,2009-08-31,BTUUQ
2009-08-31,2009-08-31,EKDKQ
2009-08-31,2009-08-31,KDP
2009-08-31,2009-08-31,RSHCQ
2009-08-31,2009-08-31,SUNEQ
2009-09-30,2009-09-29,AABA
2009-09-30,2009-09-29,BF.B
2009-09-30,2009-09-29,BTUUQ
2009-09-30,2009-09-29,EKDKQ
2009-09-30,2009-09-29,KDP
2009-09-30,2009-09-29,RSHCQ
2009-09-30,2009-09-29,SUNEQ
2009-10-30,2009-10-29,AABA
2009-10-30,2009-10-29,BF.B
2009-10-30,2009-10-29,BTUUQ
2009-10-30,2009-10-29,EKDKQ
2009-10-30,2009-10-29,KDP
2009-10-30,2009-10-29,RSHCQ
2009-10-30,2009-10-29,SUNEQ
2009-11-30,2009-11-27,AABA
2009-11-30,2009-11-27,BF.B
2009-11-30,2009-11-27,BTUUQ
2009-11-30,2009-11-27,EKDKQ
2009-11-30,2009-11-27,KDP
2009-11-30,2009-11-27,RSHCQ
2009-11-30,2009-11-27,SUNEQ
2009-12-31,2009-12-30,AABA
2009-12-31,2009-12-30,BF.B
2009-12-31,2009-12-30,BTUUQ
2009-12-31,2009-12-30,EKDKQ
2009-12-31,2009-12-30,KDP
2009-12-31,2009-12-30,RSHCQ
2009-12-31,2009-12-30,SUNEQ
2010-01-29,2010-01-29,AABA
2010-01-29,2010-01-29,BF.B
2010-01-29,2010-01-29,BTUUQ
2010-01-29,2010-01-29,EKDKQ
2010-01-29,2010-01-29,KDP
2010-01-29,2010-01-29,RSHCQ
2010-01-29,2010-01-29,SUNEQ
2010-02-26,2010-02-26,AABA
2010-02-26,2010-02-26,BF.B
2010-02-26,2010-02-26,BRK.B
2010-02-26,2010-02-26,BTUUQ
2010-02-26,2010-02-26,EKDKQ
2010-02-26,2010-02-26,KDP
2010-02-26,2010-02-26,RSHCQ
2010-02-26,2010-02-26,SUNEQ
2010-03-31,2010-03-31,AABA
2010-03-31,2010-03-31,BF.B
2010-03-31,2010-03-31,BRK.B
2010-03-31,2010-03-31,BTUUQ
2010-03-31,2010-03-31,EKDKQ
2010-03-31,2010-03-31,KDP
2010-03-31,2010-03-31,RSHCQ
2010-03-31,2010-03-31,SUNEQ
2010-04-30,2010-04-30,AABA
2010-04-30,2010-04-30,BF.B
2010-04-30,2010-04-30,BRK.B
2010-04-30,2010-04-30,BTUUQ
2010-04-30,2010-04-30,EKDKQ
2010-04-30,2010-04-30,KDP
2010-04-30,2010-04-30,RSHCQ
2010-04-30,2010-04-30,SUNEQ
2010-05-28,2010-05-28,AABA
2010-05-28,2010-05-28,BF.B
2010-05-28,2010-05-28,BRK.B
2010-05-28,2010-05-28,BTUUQ
2010-05-28,2010-05-28,EKDKQ
2010-05-28,2010-05-28,KDP
2010-05-28,2010-05-28,RSHCQ
2010-05-28,2010-05-28,SUNEQ
2010-06-30,2010-06-29,AABA
2010-06-30,2010-06-29,BF.B
2010-06-30,2010-06-29,BRK.B
2010-06-30,2010-06-29,BTUUQ
2010-06-30,2010-06-29,EKDKQ
2010-06-30,2010-06-29,KDP
2010-06-30,2010-06-29,RSHCQ
2010-06-30,2010-06-29,SUNEQ
2010-07-30,2010-07-30,AABA
2010-07-30,2010-07-30,BF.B
2010-07-30,2010-07-30,BRK.B
2010-07-30,2010-07-30,BTUUQ
2010-07-30,2010-07-30,EKDKQ
2010-07-30,2010-07-30,KDP
2010-07-30,2010-07-30,RSHCQ
2010-07-30,2010-07-30,SUNEQ
2010-08-31,2010-08-31,AABA
2010-08-31,2010-08-31,BF.B
2010-08-31,2010-08-31,BRK.B
2010-08-31,2010-08-31,BTUUQ
2010-08-31,2010-08-31,EKDKQ
2010-08-31,2010-08-31,KDP
2010-08-31,2010-08-31,RSHCQ
2010-08-31,2010-08-31,SUNEQ
2010-09-30,2010-09-29,AABA
2010-09-30,2010-09-29,BF.B
2010-09-30,2010-09-29,BRK.B
2010-09-30,2010-09-29,BTUUQ
2010-09-30,2010-09-29,EKDKQ
2010-09-30,2010-09-29,KDP
2010-09-30,2010-09-29,RSHCQ
2010-09-30,2010-09-29,SUNEQ
2010-10-29,2010-10-29,AABA
2010-10-29,2010-10-29,BF.B
2010-10-29,2010-10-29,BRK.B
2010-10-29,2010-10-29,BTUUQ
2010-10-29,2010-10-29,EKDKQ
2010-10-29,2010-10-29,KDP
2010-10-29,2010-10-29,RSHCQ
2010-10-29,2010-10-29,SUNEQ
2010-11-30,2010-11-29,AABA
2010-11-30,2010-11-29,BF.B
2010-11-30,2010-11-29,BRK.B
2010-11-30,2010-11-29,BTUUQ
2010-11-30,2010-11-29,EKDKQ
2010-11-30,2010-11-29,KDP
2010-11-30,2010-11-29,RSHCQ
2010-11-30,2010-11-29,SUNEQ
2010-12-31,2010-12-31,AABA
2010-12-31,2010-12-31,BF.B
2010-12-31,2010-12-31,BRK.B
2010-12-31,2010-12-31,BTUUQ
2010-12-31,2010-12-31,KDP
2010-12-31,2010-12-31,RSHCQ
2010-12-31,2010-12-31,SUNEQ
2011-01-31,2011-01-25,AABA
2011-01-31,2011-01-25,BF.B
2011-01-31,2011-01-25,BRK.B
2011-01-31,2011-01-25,BTUUQ
2011-01-31,2011-01-25,KDP
2011-01-31,2011-01-25,RSHCQ
2011-01-31,2011-01-25,SUNEQ
2011-02-28,2011-02-28,AABA
2011-02-28,2011-02-28,BF.B
2011-02-28,2011-02-28,BRK.B
2011-02-28,2011-02-28,BTUUQ
2011-02-28,2011-02-28,KDP
2011-02-28,2011-02-28,RSHCQ
2011-02-28,2011-02-28,SUNEQ
2011-03-31,2011-03-23,AABA
2011-03-31,2011-03-23,BF.B
2011-03-31,2011-03-23,BRK.B
2011-03-31,2011-03-23,BTUUQ
2011-03-31,2011-03-23,KDP
2011-03-31,2011-03-23,RSHCQ
2011-03-31,2011-03-23,SUNEQ
2011-04-29,2011-04-29,AABA
2011-04-29,2011-04-29,BF.B
2011-04-29,2011-04-29,BRK.B
2011-04-29,2011-04-29,BTUUQ
2011-04-29,2011-04-29,KDP
2011-04-29,2011-04-29,RSHCQ
2011-04-29,2011-04-29,SUNEQ
2011-05-31,2011-05-23,AABA
2011-05-31,2011-05-23,BF.B
2011-05-31,2011-05-23,BRK.B
2011-05-31,2011-05-23,BTUUQ
2011-05-31,2011-05-23,KDP
2011-05-31,2011-05-23,RSHCQ
2011-05-31,2011-05-23,SUNEQ
2011-06-30,2011-06-30,AABA
2011-06-30,2011-06-30,ANRZQ
2011-06-30,2011-06-30,BF.B
2011-06-30,2011-06-30,BRK.B
2011-06-30,2011-06-30,BTUUQ
2011-06-30,2011-06-30,KDP
2011-06-30,2011-06-30,RSHCQ
2011-06-30,2011-06-30,SUNEQ
2011-07-29,2011-07-22,AABA
2011-07-29,2011-07-22,ANRZQ
2011-07-29,2011-07-22,BF.B
2011-07-29,2011-07-22,BRK.B
2011-07-29,2011-07-22,BTUUQ
2011-07-29,2011-07-22,KDP
2011-07-29,2011-07-22,SUNEQ
2011-08-31,2011-08-31,AABA
2011-08-31,2011-08-31,ANRZQ
2011-08-31,2011-08-31,BF.B
2011-08-31,2011-08-31,BRK.B
2011-08-31,2011-08-31,BTUUQ
2011-08-31,2011-08-31,KDP
2011-08-31,2011-08-31,SUNEQ
