date,snapshot_date,membership_code
2011-09-30,2011-09-27,AABA
2011-09-30,2011-09-27,ANRZQ
2011-09-30,2011-09-27,BF.B
2011-09-30,2011-09-27,BRK.B
2011-09-30,2011-09-27,BTUUQ
2011-09-30,2011-09-27,KDP
2011-09-30,2011-09-27,SUNEQ
2011-10-31,2011-10-31,AABA
2011-10-31,2011-10-31,ANRZQ
2011-10-31,2011-10-31,BF.B
2011-10-31,2011-10-31,BRK.B
2011-10-31,2011-10-31,BTUUQ
2011-10-31,2011-10-31,KDP
2011-10-31,2011-10-31,SUNEQ
2011-11-30,2011-11-25,AABA
2011-11-30,2011-11-25,ANRZQ
2011-11-30,2011-11-25,BF.B
2011-11-30,2011-11-25,BRK.B
2011-11-30,2011-11-25,BTUUQ
2011-11-30,2011-11-25,KDP
2011-11-30,2011-11-25,SUNEQ
2011-12-30,2011-12-30,AABA
2011-12-30,2011-12-30,ANRZQ
2011-12-30,2011-12-30,BF.B
2011-12-30,2011-12-30,BRK.B
2011-12-30,2011-12-30,BTUUQ
2011-12-30,2011-12-30,KDP
2012-01-31,2012-01-23,AABA
2012-01-31,2012-01-23,ANRZQ
2012-01-31,2012-01-23,BF.B
2012-01-31,2012-01-23,BRK.B
2012-01-31,2012-01-23,BTUUQ
2012-01-31,2012-01-23,KDP
2012-02-29,2012-02-29,AABA
2012-02-29,2012-02-29,ANRZQ
2012-02-29,2012-02-29,BF.B
2012-02-29,2012-02-29,BRK.B
2012-02-29,2012-02-29,BTUUQ
2012-02-29,2012-02-29,KDP
2012-03-30,2012-03-22,AABA
2012-03-30,2012-03-22,ANRZQ
2012-03-30,2012-03-22,BF.B
2012-03-30,2012-03-22,BRK.B
2012-03-30,2012-03-22,BTUUQ
2012-03-30,2012-03-22,KDP
2012-04-30,2012-04-30,AABA
2012-04-30,2012-04-30,ANRZQ
2012-04-30,2012-04-30,BF.B
2012-04-30,2012-04-30,BRK.B
2012-04-30,2012-04-30,BTUUQ
2012-04-30,2012-04-30,KDP
2012-05-31,2012-05-30,AABA
2012-05-31,2012-05-30,ANRZQ
2012-05-31,2012-05-30,BF.B
2012-05-31,2012-05-30,BRK.B
2012-05-31,2012-05-30,BTUUQ
2012-05-31,2012-05-30,KDP
2012-06-29,2012-06-29,AABA
2012-06-29,2012-06-29,ANRZQ
2012-06-29,2012-06-29,BF.B
2012-06-29,2012-06-29,BRK.B
2012-06-29,2012-06-29,BTUUQ
2012-06-29,2012-06-29,KDP
2012-07-31,2012-07-31,AABA
2012-07-31,2012-07-31,ANRZQ
2012-07-31,2012-07-31,BF.B
2012-07-31,2012-07-31,BRK.B
2012-07-31,2012-07-31,BTUUQ
2012-07-31,2012-07-31,KDP
2012-08-31,2012-08-23,AABA
2012-08-31,2012-08-23,ANRZQ
2012-08-31,2012-08-23,BF.B
2012-08-31,2012-08-23,BRK.B
2012-08-31,2012-08-23,BTUUQ
2012-08-31,2012-08-23,KDP
2012-09-28,2012-09-25,AABA
2012-09-28,2012-09-25,ANRZQ
2012-09-28,2012-09-25,BF.B
2012-09-28,2012-09-25,BRK.B
2012-09-28,2012-09-25,BTUUQ
2012-09-28,2012-09-25,KDP
2012-10-31,2012-10-23,AABA
2012-10-31,2012-10-23,BF.B
2012-10-31,2012-10-23,BRK.B
2012-10-31,2012-10-23,BTUUQ
2012-10-31,2012-10-23,KDP
2012-11-30,2012-11-27,AABA
2012-11-30,2012-11-27,BF.B
2012-11-30,2012-11-27,BRK.B
2012-11-30,2012-11-27,BTUUQ
2012-11-30,2012-11-27,KDP
2012-12-31,2012-12-28,AABA
2012-12-31,2012-12-28,BF.B
2012-12-31,2012-12-28,BRK.B
2012-12-31,2012-12-28,BTUUQ
2012-12-31,2012-12-28,KDP
2013-01-31,2013-01-29,AABA
2013-01-31,2013-01-29,BF.B
2013-01-31,2013-01-29,BRK.B
2013-01-31,2013-01-29,BTUUQ
2013-01-31,2013-01-29,KDP
2013-02-28,2013-02-27,AABA
2013-02-28,2013-02-27,BF.B
2013-02-28,2013-02-27,BRK.B
2013-02-28,2013-02-27,BTUUQ
2013-02-28,2013-02-27,KDP
2013-03-28,2013-03-19,AABA
2013-03-28,2013-03-19,BF.B
2013-03-28,2013-03-19,BRK.B
2013-03-28,2013-03-19,BTUUQ
2013-03-28,2013-03-19,KDP
2013-04-30,2013-04-29,AABA
2013-04-30,2013-04-29,BF.B
2013-04-30,2013-04-29,BRK.B
2013-04-30,2013-04-29,BTUUQ
2013-04-30,2013-04-29,KDP
2013-05-31,2013-05-30,AABA
2013-05-31,2013-05-30,BF.B
2013-05-31,2013-05-30,BRK.B
2013-05-31,2013-05-30,BTUUQ
2013-05-31,2013-05-30,KDP
2013-06-28,2013-06-27,AABA
2013-06-28,2013-06-27,BF.B
2013-06-28,2013-06-27,BRK.B
2013-06-28,2013-06-27,BTUUQ
2013-06-28,2013-06-27,KDP
2013-07-31,2013-07-30,AABA
2013-07-31,2013-07-30,BF.B
2013-07-31,2013-07-30,BRK.B
2013-07-31,2013-07-30,BTUUQ
2013-07-31,2013-07-30,KDP
2013-08-30,2013-08-27,AABA
2013-08-30,2013-08-27,BF.B
2013-08-30,2013-08-27,BRK.B
2013-08-30,2013-08-27,BTUUQ
2013-08-30,2013-08-27,KDP
2013-09-30,2013-09-30,AABA
2013-09-30,2013-09-30,BF.B
2013-09-30,2013-09-30,BRK.B
2013-09-30,2013-09-30,BTUUQ
2013-09-30,2013-09-30,KDP
2013-10-31,2013-10-30,AABA
2013-10-31,2013-10-30,BF.B
2013-10-31,2013-10-30,BRK.B
2013-10-31,2013-10-30,BTUUQ
2013-10-31,2013-10-30,KDP
2013-11-29,2013-11-27,AABA
2013-11-29,2013-11-27,BF.B
2013-11-29,2013-11-27,BRK.B
2013-11-29,2013-11-27,BTUUQ
2013-11-29,2013-11-27,KDP
2013-12-31,2013-12-31,AABA
2013-12-31,2013-12-31,BF.B
2013-12-31,2013-12-31,BRK.B
2013-12-31,2013-12-31,BTUUQ
2013-12-31,2013-12-31,KDP
2014-01-31,2014-01-30,AABA
2014-01-31,2014-01-30,BF.B
2014-01-31,2014-01-30,BRK.B
2014-01-31,2014-01-30,BTUUQ
2014-01-31,2014-01-30,KDP
2014-02-28,2014-02-20,AABA
2014-02-28,2014-02-20,BF.B
2014-02-28,2014-02-20,BRK.B
2014-02-28,2014-02-20,BTUUQ
2014-02-28,2014-02-20,KDP
2014-03-31,2014-03-31,AABA
2014-03-31,2014-03-31,BF.B
2014-03-31,2014-03-31,BRK.B
2014-03-31,2014-03-31,BTUUQ
2014-03-31,2014-03-31,KDP
2014-04-30,2014-04-22,AABA
2014-04-30,2014-04-22,BF.B
2014-04-30,2014-04-22,BRK.B
2014-04-30,2014-04-22,BTUUQ
2014-04-30,2014-04-22,KDP
2014-05-30,2014-05-30,AABA
2014-05-30,2014-05-30,BF.B
2014-05-30,2014-05-30,BRK.B
2014-05-30,2014-05-30,BTUUQ
2014-05-30,2014-05-30,KDP
2014-06-30,2014-06-24,AABA
2014-06-30,2014-06-24,BF.B
2014-06-30,2014-06-24,BRK.B
2014-06-30,2014-06-24,BTUUQ
2014-06-30,2014-06-24,KDP
2014-07-31,2014-07-24,AABA
2014-07-31,2014-07-24,BF.B
2014-07-31,2014-07-24,BRK.B
2014-07-31,2014-07-24,BTUUQ
2014-07-31,2014-07-24,KDP
2014-08-29,2014-08-29,AABA
2014-08-29,2014-08-29,BF.B
2014-08-29,2014-08-29,BRK.B
2014-08-29,2014-08-29,BTUUQ
2014-08-29,2014-08-29,KDP
2014-09-30,2014-09-25,AABA
2014-09-30,2014-09-25,BF.B
2014-09-30,2014-09-25,BRK.B
2014-09-30,2014-09-25,KDP
2014-10-31,2014-10-24,AABA
2014-10-31,2014-10-24,BF.B
2014-10-31,2014-10-24,BRK.B
2014-10-31,2014-10-24,KDP
2014-11-28,2014-11-25,AABA
2014-11-28,2014-11-25,BF.B
2014-11-28,2014-11-25,BRK.B
2014-11-28,2014-11-25,KDP
2014-12-31,2014-12-24,AABA
2014-12-31,2014-12-24,BF.B
2014-12-31,2014-12-24,BRK.B
2014-12-31,2014-12-24,KDP
2015-01-30,2015-01-30,AABA
2015-01-30,2015-01-30,BF.B
2015-01-30,2015-01-30,BRK.B
2015-01-30,2015-01-30,KDP
2015-02-27,2015-02-19,AABA
2015-02-27,2015-02-19,BF.B
2015-02-27,2015-02-19,BRK.B
2015-02-27,2015-02-19,KDP
2015-03-31,2015-03-31,AABA
2015-03-31,2015-03-31,BF.B
2015-03-31,2015-03-31,BRK.B
2015-03-31,2015-03-31,KDP
2015-04-30,2015-04-21,AABA
2015-04-30,2015-04-21,BF.B
2015-04-30,2015-04-21,BRK.B
2015-04-30,2015-04-21,KDP
2015-05-29,2015-05-22,AABA
2015-05-29,2015-05-22,BF.B
2015-05-29,2015-05-22,BRK.B
2015-05-29,2015-05-22,KDP
2015-06-30,2015-06-30,AABA
2015-06-30,2015-06-30,BF.B
2015-06-30,2015-06-30,BRK.B
2015-06-30,2015-06-30,KDP
2015-07-31,2015-07-30,AABA
2015-07-31,2015-07-30,BF.B
2015-07-31,2015-07-30,BRK.B
2015-07-31,2015-07-30,KDP
2015-08-31,2015-08-31,AABA
2015-08-31,2015-08-31,BF.B
2015-08-31,2015-08-31,BRK.B
2015-08-31,2015-08-31,KDP
2015-09-30,2015-09-25,AABA
2015-09-30,2015-09-25,BF.B
2015-09-30,2015-09-25,BRK.B
2015-09-30,2015-09-25,KDP
2015-10-30,2015-10-28,AABA
2015-10-30,2015-10-28,BF.B
2015-10-30,2015-10-28,BRK.B
2015-10-30,2015-10-28,KDP
2015-11-30,2015-11-30,AABA
2015-11-30,2015-11-30,BF.B
2015-11-30,2015-11-30,BRK.B
2015-11-30,2015-11-30,KDP
2015-12-31,2015-12-31,AABA
2015-12-31,2015-12-31,BF.B
2015-12-31,2015-12-31,BRK.B
2015-12-31,2015-12-31,KDP
2016-01-29,2016-01-26,AABA
2016-01-29,2016-01-26,BF.B
2016-01-29,2016-01-26,BRK.B
2016-01-29,2016-01-26,CCEP
2016-01-29,2016-01-26,CPRI
2016-01-29,2016-01-26,KDP
2016-02-29,2016-02-26,AABA
2016-02-29,2016-02-26,BF.B
2016-02-29,2016-02-26,BRK.B
2016-02-29,2016-02-26,CCEP
2016-02-29,2016-02-26,CPRI
2016-02-29,2016-02-26,KDP
2016-03-31,2016-03-31,AABA
2016-03-31,2016-03-31,BF.B
2016-03-31,2016-03-31,BRK.B
2016-03-31,2016-03-31,CCEP
2016-03-31,2016-03-31,CPRI
2016-03-31,2016-03-31,KDP
2016-04-29,2016-04-28,AABA
2016-04-29,2016-04-28,BF.B
2016-04-29,2016-04-28,BRK.B
2016-04-29,2016-04-28,CCEP
2016-04-29,2016-04-28,CPRI
2016-04-29,2016-04-28,KDP
2016-05-31,2016-05-31,AABA
2016-05-31,2016-05-31,BF.B
2016-05-31,2016-05-31,BRK.B
2016-05-31,2016-05-31,CPRI
2016-05-31,2016-05-31,KDP
2016-06-30,2016-06-27,AABA
2016-06-30,2016-06-27,BF.B
2016-06-30,2016-06-27,BRK.B
2016-06-30,2016-06-27,CPRI
2016-06-30,2016-06-27,KDP
2016-07-29,2016-07-29,AABA
2016-07-29,2016-07-29,BF.B
2016-07-29,2016-07-29,BRK.B
2016-07-29,2016-07-29,CPRI
2016-07-29,2016-07-29,KDP
2016-08-31,2016-08-31,AABA
2016-08-31,2016-08-31,BF.B
2016-08-31,2016-08-31,BRK.B
2016-08-31,2016-08-31,CPRI
2016-08-31,2016-08-31,KDP
2016-09-30,2016-09-28,AABA
2016-09-30,2016-09-28,BF.B
2016-09-30,2016-09-28,BRK.B
2016-09-30,2016-09-28,CPRI
2016-09-30,2016-09-28,KDP
2016-10-31,2016-10-31,AABA
2016-10-31,2016-10-31,BF.B
2016-10-31,2016-10-31,BRK.B
2016-10-31,2016-10-31,CPRI
2016-10-31,2016-10-31,KDP
2016-10-31,2016-10-31,UAA
2016-11-30,2016-11-29,AABA
2016-11-30,2016-11-29,BF.B
2016-11-30,2016-11-29,BRK.B
2016-11-30,2016-11-29,CPRI
2016-11-30,2016-11-29,KDP
2016-12-30,2016-12-30,AABA
2016-12-30,2016-12-30,BF.B
2016-12-30,2016-12-30,BRK.B
2016-12-30,2016-12-30,CPRI
2016-12-30,2016-12-30,KDP
2017-01-31,2017-01-27,AABA
2017-01-31,2017-01-27,BF.B
2017-01-31,2017-01-27,BRK.B
2017-01-31,2017-01-27,CPRI
2017-01-31,2017-01-27,KDP
2017-02-28,2017-02-28,AABA
2017-02-28,2017-02-28,BF.B
2017-02-28,2017-02-28,BRK.B
2017-02-28,2017-02-28,CPRI
2017-02-28,2017-02-28,KDP
2017-03-31,2017-03-30,AABA
2017-03-31,2017-03-30,BF.B
2017-03-31,2017-03-30,BRK.B
2017-03-31,2017-03-30,CPRI
2017-03-31,2017-03-30,KDP
2017-04-28,2017-04-25,AABA
2017-04-28,2017-04-25,BF.B
2017-04-28,2017-04-25,BRK.B
2017-04-28,2017-04-25,CPRI
2017-04-28,2017-04-25,KDP
2017-05-31,2017-05-23,BF.B
2017-05-31,2017-05-23,BRK.B
2017-05-31,2017-05-23,CPRI
2017-05-31,2017-05-23,KDP
2017-06-30,2017-06-26,BF.B
2017-06-30,2017-06-26,BRK.B
2017-06-30,2017-06-26,CPRI
2017-06-30,2017-06-26,KDP
2017-07-31,2017-07-31,BF.B
2017-07-31,2017-07-31,BRK.B
2017-07-31,2017-07-31,CPRI
2017-07-31,2017-07-31,KDP
2017-08-31,2017-08-31,BF.B
2017-08-31,2017-08-31,BRK.B
2017-08-31,2017-08-31,CPRI
2017-08-31,2017-08-31,KDP
2017-09-29,2017-09-22,BF.B
2017-09-29,2017-09-22,BRK.B
2017-09-29,2017-09-22,CPRI
2017-09-29,2017-09-22,KDP
2017-10-31,2017-10-23,BF.B
2017-10-31,2017-10-23,BRK.B
2017-10-31,2017-10-23,CPRI
2017-10-31,2017-10-23,KDP
2017-11-30,2017-11-30,BF.B
2017-11-30,2017-11-30,BRK.B
2017-11-30,2017-11-30,CPRI
2017-11-30,2017-11-30,KDP
2017-12-29,2017-12-29,BF.B
2017-12-29,2017-12-29,BRK.B
2017-12-29,2017-12-29,CPRI
2017-12-29,2017-12-29,KDP
2018-01-31,2018-01-25,BF.B
2018-01-31,2018-01-25,BRK.B
2018-01-31,2018-01-25,CPRI
2018-01-31,2018-01-25,KDP
2018-02-28,2018-02-28,BF.B
2018-02-28,2018-02-28,BRK.B
2018-02-28,2018-02-28,CPRI
2018-02-28,2018-02-28,KDP
2018-03-29,2018-03-22,BF.B
2018-03-29,2018-03-22,BRK.B
2018-03-29,2018-03-22,CPRI
2018-03-29,2018-03-22,KDP
2018-04-30,2018-04-24,BF.B
2018-04-30,2018-04-24,BRK.B
2018-04-30,2018-04-24,CPRI
2018-04-30,2018-04-24,KDP
2018-05-31,2018-05-31,BF.B
2018-05-31,2018-05-31,BRK.B
2018-05-31,2018-05-31,CPRI
2018-05-31,2018-05-31,KDP
2018-06-29,2018-06-26,BF.B
2018-06-29,2018-06-26,BRK.B
2018-06-29,2018-06-26,CPRI
2018-07-31,2018-07-30,BF.B
2018-07-31,2018-07-30,BRK.B
2018-07-31,2018-07-30,CPRI
2018-08-31,2018-08-30,BF.B
2018-08-31,2018-08-30,BRK.B
2018-08-31,2018-08-30,CPRI
2018-09-28,2018-09-24,BF.B
2018-09-28,2018-09-24,BRK.B
2018-10-31,2018-10-31,BF.B
2018-10-31,2018-10-31,BRK.B
2018-11-30,2018-11-29,BF.B
2018-11-30,2018-11-29,BRK.B
2018-12-31,2018-12-24,BF.B
2018-12-31,2018-12-24,BRK.B
2019-01-31,2019-01-18,BF.B
2019-01-31,2019-01-18,BRK.B
2019-02-28,2019-02-27,BF.B
2019-02-28,2019-02-27,BRK.B
2019-03-29,2019-02-27,BF.B
2019-03-29,2019-02-27,BRK.B
2019-04-30,2019-04-02,BF.B
2019-04-30,2019-04-02,BRK.B
2019-05-31,2019-04-02,BF.B
2019-05-31,2019-04-02,BRK.B
2019-06-28,2019-06-07,BF.B
2019-06-28,2019-06-07,BRK.B
2019-07-31,2019-07-15,BF.B
2019-07-31,2019-07-15,BRK.B
2019-08-30,2019-08-09,BF.B
2019-08-30,2019-08-09,BRK.B
2019-09-30,2019-09-26,BF.B
2019-09-30,2019-09-26,BRK.B
2019-10-31,2019-10-18,BF.B
2019-10-31,2019-10-18,BRK.B
2019-11-29,2019-11-21,BF.B
2019-11-29,2019-11-21,BRK.B
2019-12-31,2019-12-23,BF.B
2019-12-31,2019-12-23,BRK.B
2020-01-31,2020-01-28,BF.B
2020-01-31,2020-01-28,BRK.B
2020-02-28,2020-01-28,BF.B
2020-02-28,2020-01-28,BRK.B
2020-03-31,2020-03-03,BF.B
2020-03-31,2020-03-03,BRK.B
2020-04-30,2020-04-06,BF.B
2020-04-30,2020-04-06,BRK.B
2020-05-29,2020-05-22,BF.B
2020-05-29,2020-05-22,BRK.B
2020-06-30,2020-06-22,BF.B
2020-06-30,2020-06-22,BRK.B
2020-07-31,2020-06-22,BF.B
2020-07-31,2020-06-22,BRK.B
2020-08-31,2020-06-22,BF.B
2020-08-31,2020-06-22,BRK.B
2020-09-30,2020-09-21,BF.B
2020-09-30,2020-09-21,BRK.B
2020-10-30,2020-10-12,BF.B
2020-10-30,2020-10-12,BRK.B
2020-11-30,2020-11-17,BF.B
2020-11-30,2020-11-17,BRK.B
2020-12-31,2020-12-21,BF.B
2020-12-31,2020-12-21,BRK.B
2021-01-29,2021-01-21,BF.B
2021-01-29,2021-01-21,BRK.B
2021-02-26,2021-02-12,BF.B
2021-02-26,2021-02-12,BRK.B
2021-03-31,2021-03-22,BF.B
2021-03-31,2021-03-22,BRK.B
2021-04-30,2021-04-20,BF.B
2021-04-30,2021-04-20,BRK.B
2021-05-28,2021-05-14,BF.B
2021-05-28,2021-05-14,BRK.B
2021-06-30,2021-06-04,BF.B
2021-06-30,2021-06-04,BRK.B
2021-07-30,2021-07-21,BF.B
2021-07-30,2021-07-21,BRK.B
2021-08-31,2021-08-30,BF.B
2021-08-31,2021-08-30,BRK.B
2021-09-30,2021-09-20,BF.B
2021-09-30,2021-09-20,BRK.B
2021-10-29,2021-10-04,BF.B
2021-10-29,2021-10-04,BRK.B
2021-11-30,2021-10-04,BF.B
2021-11-30,2021-10-04,BRK.B
2021-12-31,2021-12-20,BF.B
2021-12-31,2021-12-20,BRK.B
2022-01-31,2022-01-10,BF.B
2022-01-31,2022-01-10,BRK.B
2022-02-28,2022-02-17,BF.B
2022-02-28,2022-02-17,BRK.B
2022-03-31,2022-03-02,BF.B
2022-03-31,2022-03-02,BRK.B
2022-04-29,2022-04-11,BF.B
2022-04-29,2022-04-11,BRK.B
2022-05-31,2022-05-10,BF.B
2022-05-31,2022-05-10,BRK.B
2022-06-30,2022-06-28,BF.B
2022-06-30,2022-06-28,BRK.B
2022-07-29,2022-06-28,BF.B
2022-07-29,2022-06-28,BRK.B
2022-08-31,2022-06-28,BF.B
2022-08-31,2022-06-28,BRK.B
2022-09-30,2022-09-19,BF.B
2022-09-30,2022-09-19,BRK.B
2022-10-31,2022-10-12,BF.B
2022-10-31,2022-10-12,BRK.B
2022-11-30,2022-11-08,BF.B
2022-11-30,2022-11-08,BRK.B
2022-12-30,2022-12-22,BF.B
2022-12-30,2022-12-22,BRK.B
2023-01-31,2023-01-04,BF.B
2023-01-31,2023-01-04,BRK.B
2023-02-28,2023-01-04,BF.B
2023-02-28,2023-01-04,BRK.B
2023-03-31,2023-03-20,BF.B
2023-03-31,2023-03-20,BRK.B
2023-04-28,2023-03-20,BF.B
2023-04-28,2023-03-20,BRK.B
2023-05-31,2023-05-16,BF.B
2023-05-31,2023-05-16,BRK.B
2023-06-30,2023-06-20,BF.B
2023-06-30,2023-06-20,BRK.B
2023-07-31,2023-07-10,BF.B
2023-07-31,2023-07-10,BRK.B
2023-08-31,2023-08-30,BF.B
2023-08-31,2023-08-30,BRK.B
2023-09-29,2023-09-18,BF.B
2023-09-29,2023-09-18,BRK.B
2023-10-31,2023-10-18,BF.B
2023-10-31,2023-10-18,BRK.B
2023-11-30,2023-10-18,BF.B
2023-11-30,2023-10-18,BRK.B
2023-12-29,2023-10-18,BF.B
2023-12-29,2023-10-18,BRK.B
2024-01-31,2023-10-18,BF.B
2024-01-31,2023-10-18,BRK.B
2024-02-29,2024-02-01,BF.B
2024-02-29,2024-02-01,BRK.B
2024-03-28,2024-03-25,BF.B
2024-03-28,2024-03-25,BRK.B
2024-04-30,2024-04-03,BF.B
2024-04-30,2024-04-03,BRK.B
2024-05-31,2024-05-08,BF.B
2024-05-31,2024-05-08,BRK.B
2024-06-28,2024-06-24,BF.B
2024-06-28,2024-06-24,BRK.B
2024-07-31,2024-07-08,BF.B
2024-07-31,2024-07-08,BRK.B
2024-08-30,2024-07-08,BF.B
2024-08-30,2024-07-08,BRK.B
2024-09-30,2024-09-30,BF.B
2024-09-30,2024-09-30,BRK.B
2024-10-31,2024-10-01,BF.B
2024-10-31,2024-10-01,BRK.B
2024-11-29,2024-11-26,BF.B
2024-11-29,2024-11-26,BRK.B
2024-12-31,2024-12-23,BF.B
2024-12-31,2024-12-23,BRK.B
